"symbol","previousClose","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio","FIRMMCRT","FXRUSD","GRCPAIAD","GRCPRCAD","GRCPNRAD","GRCPBMAD","GRCPBCAD","GRCPAISAD","GRCPBCSAD","H01_GGDPCVGDP","H01_GGDPCVGDPFY","640106_A3597525W","H05_GLFSEPTPOP","allordpreviousclose","allordchange","allorddayslow","allorddayshigh","asxpreviousclose","asxchange","asxdayslow","asxdayshigh","EPS","PriceToBook","MarketCap","PE","DividendRecentQuarter","DividendNextQuarter","DPSRecentYear","IAD","DividendPerShare","DividendYield","Dividend","BookValuePerShareYear","CashPerShareYear","CurrentRatioYear","LTDebtToAssetsYear","LTDebtToAssetsQuarter","TotalDebtToAssetsYear","TotalDebtToAssetsQuarter","LTDebtToEquityYear","LTDebtToEquityQuarter","TotalDebtToEquityYear","TotalDebtToEquityQuarter","AINTCOV","ReturnOnInvestmentTTM","ReturnOnInvestment5Years","ReturnOnInvestmentYear","ReturnOnAssetsTTM","ReturnOnAssets5Years","ReturnOnAssetsYear","ReturnOnEquityTTM","ReturnOnEquity5Years","ReturnOnEquityYear","Beta","Float","GrossMargin","EBITDMargin","OperatingMargin","NetProfitMarginPercent","NetIncomeGrowthRate5Years","RevenueGrowthRate5Years","RevenueGrowthRate10Years","EPSGrowthRate5Years","EPSGrowthRate10Years"
"9SP",0.175,,,,0.02,0.11429,"2017-02-10",0.175,0.195,0.195,0.2,0.125,78580000,,"ASX",2594500,-0.018,,0.033,"0.00",531.934,5.303,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.03,82.11,38510000,,0,,0,,0,,,0,0.01,1.24,0,0,0,0,0,0,0,0,,-110.62,,-2034.59,-86.07,,-208.51,-110.62,,-2034.59,,18.52,,-5100,-5468.68,-5331.32,,,,,
"A2M",2.36,,,,0.02,0.0085,"2017-02-10",2.38,2.42,2.38,2.48,1.28,1730000000,,"ASX",4376477,0.03,0.07,0.13,39410000,6.66,17.61,76.77,0.73,34,23.8,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A3D",3.47,,,,0.46,0.1326,"2017-02-10",3.55,3.93,3.93,5.39,0.44,216150000,,"ASX",166788,-0.01,,0,-1200000,,3470,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.01,2460.3,47600000,,0,,0,,0,,,0,0.06,0.99,0,0,0,0,0,0,0,0,-223.32,,,,,,-78.33,,,,,,,,,,,,,,
"AAC",1.45,,,"9/11/2008",0.03,0.0207,"2017-02-10",1.45,1.49,1.48,2.13,1.12,789080000,,"ASX",949543,0.11,0.12,1.75,-144540000,1.75,0.83,13.45,3.18,12.33,13.45,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.11,0.88,801750000,12.67,0,,0,,0,,,1.66,0.03,6.25,26.4,27.18,26.71,27.43,41.21,43.43,41.68,43.82,-8.86,4.91,,5.45,4.71,,5.22,7.54,,8.23,0.94,362.48,-6.44,-31.29,25.71,14.79,,,,,
"AAD",2.11,,,"6/29/2016",0.04,0.019,"2017-02-10",2.12,2.16,2.15,2.97,1.71,995530000,,"ASX",1683583,0.09,0.08,1.34,125980000,1.47,1.58,22.87,4.63,26.88,17.92,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.08,1.55,966330000,27.07,0.06,0.02,0.12,0.08,0.12,,14.46,1.34,0.02,1.28,27.03,27.03,27.03,27.03,50.47,50.47,50.47,50.47,5,3.65,4.06,3.65,3.19,3.64,3.19,5.73,6.19,5.73,0.61,441.83,74.43,19.01,8.47,5.17,-1.01,11.6,13.08,-7.99,30.08
"AAJ",0.01,,,,0,-0.0909,"2017-02-10",0.01,0.01,0.01,0.02,0,2310000,,"ASX",585980,0,,0,"-320488.00",,2.2,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0,1.99,3170000,,0,,0,,0,,,0,0,10.9,0,0,0,0,0,0,0,0,,-36.94,-56.54,-36.94,-32.65,-51.97,-32.65,-36.94,-56.54,-36.94,1,230.77,,-37.06,-46.64,-44.8,,91.01,,,
"AAP",0.041,,,,-0.012,-0.29268,"2017-02-10",0.029,0.04,0.029,0.043,0.021,4420000,,"ASX",1076144,0.002,,0.036,"818491.00",1.805,1.139,14.5,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0,1.15,6250000,14.59,0,,0,,0,,,0.04,0,0.71,23.64,23.64,35.65,35.65,57.95,57.95,87.41,87.41,3.33,4.56,-15.17,4.56,2.83,-7.89,2.83,7.26,-24.58,7.26,-0.34,46.98,31.76,23.68,15.73,11.01,30.05,-24.58,-1.77,31.74,
"AAR",0.018,,,,0,0,"2017-02-10",0.018,0.018,0.018,0.027,0.005,4050000,,"ASX",48324,-0.002,,0.007,"-391285.00",,2.571,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0,2.67,3600000,,0,,0,,0,,,0.01,0,0.55,0,0,5.14,5.14,0,0,7.28,7.28,,-29.47,-63.68,-29.47,-21.03,-56.79,-21.03,-31.1,-63.99,-31.1,2.49,150.26,,,,,,,,,
"AB1",0.034,,,,0,0,"2017-02-10",0.033,0.034,0.034,0.27,0.033,6970000,,"ASX",273297,-0.037,-0.02,0.027,-5180000,0.827,1.259,,0,,3.4,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.04,4.83,7600000,,0,,0,,0,,,0.01,0.02,1.3,0,0,0,0,0,0,0,0,,-266.92,,-216.59,-110.88,,-55.85,-494.57,,,-0.53,386.85,63.31,-62.37,-70.01,-70.15,,,,,
"ABA",5.2,,,"3/3/2016",0.01,0.0019,"2017-02-10",5.2,5.25,5.21,5.46,4.8,209710000,,"ASX",2696,0.31,0.4,5.38,"0.00",3.29,0.97,16.7,4.42,13.02,11.84,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.3,0.98,221740000,17.98,0.16,0.16,0.3,0.3,0.3,,9.85,5.38,0.89,,,,20.89,20.89,296.24,296.24,296.24,296.24,,,,,0.39,0.43,0.39,5.45,5.92,5.45,0.56,34.95,,,27.17,18.02,-12.92,-8.02,1.34,-14.52,-4.28
"ABC",5.16,0,0,"9/14/2016",0.03,0.0058,"2017-02-10",5.14,5.24,5.19,5.99,4.49,3360000000,,"ASX",1315281,0.31,0.3,1.83,308900000,2.35,2.82,16.74,8.09,17.3,16.74,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.31,2.78,3350000000,16.7,0.08,0.08,0.19,0.2,0.2,,139.5,1.86,0.05,2.25,17.92,20.91,17.98,20.98,27.35,32.83,27.43,32.95,,12.01,11.52,12.56,10.95,10.26,11.36,17.26,15.97,17.78,0.93,418.45,22.58,22.34,19.7,14.24,6.53,5.66,7.02,6.16,6.69
"ABP",2.95,,,"1/17/2017",-0.02,-0.0068000000000000005,"2017-02-10",2.92,2.98,2.93,3.38,2.67,1650000000,,"ASX",663692,0.34,0.24,2.72,185790000,5.37,1.08,8.75,5.88,12.21,10.1,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.33,1.04,1630000000,8.51,0.08,0.09,0.17,0.17,0.17,,92.23,2.72,0.08,2.29,25.77,25.77,32.73,32.73,41.64,41.64,52.9,52.9,4.92,8.92,5.1,8.92,8.29,4.71,8.29,12.72,8.21,12.72,0.61,322.55,76.59,60.12,58.73,47.18,45.42,6.1,11.82,34.38,-11.85
"ABT",0.56,,,,0.01,0.0179,"2017-02-10",0.57,0.57,0.57,1.01,0.45,26510000,,"ASX",620,-0.09,,0.09,"-783913.00",46.11,6.59,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,,6.45,9620000,,,,0,,,,,0.09,0.05,8.08,0,,0,,0,,0,,,,,-36.88,,,-33.32,,,-43.46,,15.19,,,,,,,,,
"ABU",0.12,,,,0,0.0435,"2017-02-10",0.12,0.12,0.12,0.17,0.03,45020000,,"ASX",62500,-0.06,0.11,0.06,1670000,1.19,1.98,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.06,2.08,45020000,,0,,0,,0,,,0.06,0.03,4.06,0,0,0,0,0,0,0,0,,-62.95,-38.6,-62.95,-54.68,-35.35,-54.68,-68.42,-40.5,-68.42,0.45,315.52,,-0.6,-65.14,-59.8,,134.1,62.02,,
"ABV",0.007,,,,0,0,"2017-02-10",0.007,0.007,0.007,0.011,0.006,15400000,,"ASX",800000,-0.001,,0.001,-1180000,3.41,7,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0,6.65,15400000,,0,,0,,0,,,0,0,1.2,0.25,0.25,37.44,37.44,0.68,0.68,102.25,102.25,-4.17,-63.01,-38.37,-63.01,-32.23,-30.16,-32.23,-108.25,-46.24,-108.25,-0.38,1231.18,55.31,-20.46,-26.49,-32.85,,-5.86,12.93,,
"ABX",0.135,,,,0,0,"2017-02-10",0.135,0.135,0.135,0.25,0.097,19190000,,"ASX",41313,0.003,,0.125,"612333.00",4.07,1.08,45,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0,1.13,19190000,42.06,0,,0,,0,,,0.12,0.01,0.71,0,0,0,0,0,0,0,0,-8.15,2.62,-9.39,-5.92,2.43,-9.07,-5.44,2.69,-9.44,-6.02,1.19,106.58,,12.9,12.61,9.86,,33.95,,,
"AC8",0.19,,,,0.02,0.07690000000000001,"2017-02-10",0.19,0.21,0.21,0.21,0.19,126500000,,"ASX",618371,-0.01,,0,-5810000,,48.75,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0,367.12,21050000,,0,,0,,0,,,0,0,6.28,0,0,0,0,0,0,0,0,,-191.99,,-191.99,-169.6,226.29,-169.6,-191.99,,-191.99,-1.57,,,-11905.66,-11905.66,-11905.66,,,-56.55,,
"ACB",0.092,,,,0.001,0.01087,"2017-02-10",0.09,0.094,0.093,0.105,0.013,68460000,,"ASX",3041276,-0.002,0,0.073,-1250000,2223.606,1.26,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0,1.04,72340000,,0,,0,,0,,,0.07,0.01,5.77,0,0,0,0,0,0,0,0,-37.23,-2.54,-6.19,-2.54,-2.5,-6.03,-2.5,-2.54,-6.19,-2.54,1.98,545.83,,-4181.29,-4181.29,-4293.6,,-45.16,0.49,,
"ACL",0.015,,,,0,0,"2017-02-10",0.014,0.015,0.015,0.016,0.006,4870000,,"ASX",100000,0.066,-0.05,0.008,22100000,0.194,1.875,0.227,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.07,1.54,4870000,0.23,0,0.09,0,,0,,,0.01,0.01,14.58,0,0,0,0,0,0,0,0,,300.79,-16.79,300.79,243.89,-14.44,243.89,300.81,-18.56,300.81,-0.26,131.37,,-509.67,4368.33,4270,,-17.63,-13.81,,
"ACQ",1.03,,,,0.02,0.0194,"2017-02-10",1.03,1.05,1.05,1.09,0.77,,,"ASX",22867,,,0,"0.00",,,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.12,0.99,50100000,8.21,0.02,0.02,0.02,0.02,0.02,,,1.05,1.1,25.06,0,0,0,0,0,0,0,0,,12.53,,12.53,12.18,,12.18,12.66,,12.66,,42.36,37.44,-3.69,1042.98,765.64,,,,,
"ACR",0.3,0,0,"8/18/2015",0.005,0.01667,"2017-02-10",0.3,0.305,0.305,0.835,0.3,50790000,,"ASX",174384,0.078,0.03,0.264,19020000,1.749,1.136,3.91,1.42,10.167,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.08,1.18,51620000,3.93,0,0.06,0,0.06,0,,9.99,0.26,0.18,5.95,0,0,0,0,0,0,0,0,24.44,27.94,26.76,27.94,25.49,24.66,25.49,30.72,29.21,30.72,0.88,150.68,,71.28,66.06,45.46,-25.65,-21.11,26.12,-25.74,
"ACU",0.024,,,,0.001,0.04167,"2017-02-10",0.023,0.025,0.025,0.084,0.019,4550000,,"ASX",372580,-0.041,,0.008,-6640000,145.868,3,,0,,,"0.000",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.04,3.3,11070000,,,,,,0,,,0.01,0.01,5.1,0,0,0,0,0,0,0,0,-36.98,-255.62,-312.39,-255.62,-228.22,-215.1,-228.22,-255.24,-311.74,-255.24,0.34,362.23,,-22203.68,-22310.2,-22572.22,,4.03,-19.72,,
"ACW",0.06,,,,0,0.0345,"2017-02-10",0.06,0.07,0.06,0.1,0.04,36400000,,"ASX",1355300,-0.01,,0.02,-3260000,8.9,2.9,,0,,,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,-0.01,2.8,32759999.999999996,,0,,0,,0,,,0.02,0.01,9.4,0,0,0,0,0,0,0,0,-563.25,-26.44,-47.26,-26.44,-25.47,-45.47,-25.47,-26.44,-47.26,-26.44,0.9,363.03,,-1595.1,-1773.75,-1776.9,,28.3,,,
"ACX",3.29,,,,0.26,0.079,"2017-02-10",3.32,3.57,3.55,8.75,2.87,583450000,,"ASX",2790744,0.03,0.04,0.58,9410000,4.38,5.68,118.33,8.33,88.75,44.38,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.03,5.79,617750000,94.12,0,,0,,0,,,0.54,0.26,0.9,0.37,0.37,0.39,0.39,0.88,0.88,0.91,0.91,,7.96,,7.96,3.62,-21.87,3.62,16.95,,16.95,,161.84,74.64,11.67,1.59,4.65,,27.45,,,
"ADA",2.28,1.68,0.03,"3/16/2016",-0.01,-0.0044,"2017-02-10",2.26,2.3,2.27,3.55,1.84,179940000,,"ASX",59004,0.12,0.14,0.26,11870000,3.77,8.91,19.57,0,16.21,14.19,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.12,9.39,179940000,19.52,0.02,0.02,0.03,0.03,0.03,,1.98,0.26,0.2,2.88,0,0,0,0,0,0,0,0,33.29,49.11,22.48,49.11,30.79,13.26,30.79,55.19,27.61,55.19,0.65,57.54,90.48,22.18,20.5,19.21,,5.18,-0.88,,7.52
"ADH",1.34,,,"3/15/2016",0,-0.0037,"2017-02-10",1.33,1.36,1.33,2.75,1.33,220610000,,"ASX",242110,0.16,0.13,0.58,45090000,0.87,2.32,8.11,0.71,10.23,8.31,"0.00",1.5,0.7671,120.91477674298,99.995857921983,124.61739053867,107.21766156621,146.7719722171,123.03288567613,151.16425984432,417688,0.325657129565,110,60.946153856675,5717.7,53.9,5717.7,5772.7,5664.6,56,5664.6,5721.4,0.16,2.33,219780000,8.09,0.02,0.06,0.06,0.12,0.06,,8.29,0.58,0.09,1.66,24.47,24.47,24.4,24.4,43.86,43.86,43.73,43.73,21.22,20.4,4.42,20.4,16.53,3.76,16.53,31.31,12.65,31.31,,142.52,60.95,18.21,15.33,10.73,,,,,
